customer_id,due_date,paid_date,amount_due,amount_paid,region,risk_score,product_type
C23373,2024-11-27,2024-11-30,672,626,North,0.66,Loan B
C23374,2024-11-04,2024-11-06,944,911,South,0.83,Credit Line
C23375,2025-02-03,2025-02-03,125,80,West,0.8,Loan A
C23376,2025-04-01,2025-04-02,498,458,South,0.66,Loan B
C23377,2025-01-23,2025-01-23,791,742,East,0.5,Loan B
C23378,2024-11-26,2024-11-29,73,57,West,0.22,Loan B
C23379,2024-11-12,2024-11-12,652,651,North,0.82,Loan C
C23380,2025-01-27,2025-02-01,591,571,East,0.85,Loan B
C23381,2024-10-25,2024-10-26,750,728,North,0.11,Loan C
C23382,2025-01-18,2025-01-19,129,93,East,0.14,Credit Line
C23383,2025-01-19,2025-01-22,355,347,North,0.16,Credit Line
C23384,2024-11-09,2024-11-11,215,191,South,0.97,Loan C
C23385,2024-11-09,2024-11-11,778,770,South,0.53,Loan B
C23386,2024-12-02,2024-12-06,925,893,East,0.72,Loan B
C23387,2024-10-26,2024-10-28,798,766,North,0.79,Loan B
C23388,2025-03-29,2025-03-30,572,561,East,0.58,Loan C
C23389,2025-01-02,2025-01-04,629,581,North,0.34,Loan C
C23390,2024-11-23,2024-11-27,150,101,West,0.3,Loan B
C23391,2024-11-04,2024-11-07,295,260,East,0.51,Loan A
C23392,2025-03-16,2025-03-16,625,585,South,0.24,Credit Line
C23393,2025-03-02,2025-03-04,145,124,South,0.92,Loan C
C23394,2025-03-24,2025-03-26,608,580,North,0.37,Loan C
C23395,2024-11-01,2024-11-03,842,829,West,0.16,Loan C
C23396,2024-12-04,2024-12-05,300,265,South,0.37,Loan C
C23397,2025-01-11,2025-01-11,829,817,South,0.77,Credit Line
C23398,2025-02-15,2025-02-17,109,92,North,0.49,Loan B
C23399,2024-12-30,2025-01-03,499,465,West,0.27,Loan B
C23400,2025-01-12,2025-01-15,343,312,North,0.57,Loan C
C23401,2025-03-11,2025-03-13,696,675,West,0.24,Loan C
C23402,2024-11-15,2024-11-16,187,177,West,0.97,Loan C
C23403,2025-01-12,2025-01-15,673,642,East,0.34,Credit Line
C23404,2025-02-11,2025-02-13,455,415,South,0.94,Loan A
C23405,2025-03-17,2025-03-19,247,242,East,0.96,Loan A
C23406,2024-10-26,2024-10-30,787,763,East,0.53,Loan A
C23407,2025-02-24,2025-02-25,618,613,East,0.28,Credit Line
C23408,2025-04-18,2025-04-18,114,79,North,0.99,Loan B
C23409,2025-01-24,2025-01-27,199,197,East,0.24,Loan B
C23410,2025-03-16,2025-03-17,256,217,South,0.52,Loan A
C23411,2024-11-24,2024-11-26,761,756,North,0.44,Credit Line
C23412,2025-03-17,2025-03-19,347,300,East,0.91,Credit Line
C23413,2024-11-28,2024-11-30,973,960,South,0.21,Loan B
C23414,2025-03-08,2025-03-10,124,116,West,0.86,Loan A
C23415,2024-12-19,2024-12-22,234,215,East,0.92,Credit Line
C23416,2024-10-27,2024-10-28,464,443,South,0.4,Loan B
C23417,2025-02-06,2025-02-06,292,276,North,0.53,Loan B
C23418,2024-10-21,2024-10-24,177,177,East,0.94,Credit Line
C23419,2024-11-17,2024-11-18,481,447,West,0.44,Loan A
C23420,2024-12-24,2024-12-26,281,242,South,0.71,Loan B
C23421,2025-04-03,2025-04-05,934,926,South,0.41,Loan C
C23422,2024-12-06,2024-12-08,912,912,East,0.12,Credit Line
C23423,2025-04-16,2025-04-18,275,263,East,0.82,Credit Line
C23424,2024-11-22,2024-11-23,124,85,East,0.96,Loan A
C23425,2024-12-25,2024-12-29,60,19,North,0.81,Loan A
C23426,2025-01-16,2025-01-18,203,200,North,0.57,Loan B
C23427,2024-11-26,2024-11-28,99,76,West,0.73,Loan B
C23428,2025-04-12,2025-04-13,778,764,East,0.34,Credit Line
C23429,2025-02-21,2025-02-24,57,41,West,0.77,Credit Line
C23430,2024-10-29,2024-11-03,590,562,South,0.83,Loan A
C23431,2025-01-02,2025-01-03,922,875,West,0.97,Loan C
C23432,2024-12-31,2024-12-31,809,760,North,0.65,Loan A
C23433,2024-11-17,2024-11-19,113,94,North,0.4,Loan C
C23434,2024-12-14,2024-12-16,440,430,South,0.94,Loan C
C23435,2025-01-25,2025-01-28,681,667,East,0.55,Loan C
C23436,2024-10-31,2024-10-31,628,607,East,0.8,Credit Line
C23437,2024-12-01,2024-12-01,723,712,South,0.89,Credit Line
C23438,2024-11-23,2024-11-27,304,301,South,0.82,Loan C
C23439,2025-02-17,2025-02-19,57,57,North,0.91,Loan B
C23440,2024-11-25,2024-11-26,100,75,South,0.4,Loan A
C23441,2024-12-23,2024-12-23,596,549,South,0.93,Loan A
C23442,2025-02-23,2025-02-25,164,154,North,0.9,Loan A
C23443,2025-03-08,2025-03-10,846,805,North,0.34,Credit Line
C23444,2025-01-12,2025-01-16,962,942,East,0.22,Loan A
C23445,2024-10-23,2024-10-26,664,647,West,0.6,Credit Line
C23446,2025-04-06,2025-04-08,162,126,East,0.53,Loan A
C23447,2025-01-12,2025-01-14,393,352,South,0.42,Loan A
C23448,2024-11-01,2024-11-02,770,740,South,0.69,Loan B
C23449,2025-03-31,2025-03-31,242,228,East,0.38,Loan A
C23450,2024-12-05,2024-12-08,598,549,North,0.94,Loan A
C23451,2025-02-12,2025-02-15,755,735,West,0.4,Loan B
C23452,2025-01-29,2025-02-01,304,261,East,0.42,Loan A
C23453,2024-12-13,2024-12-14,946,929,South,0.25,Loan B
C23454,2025-02-04,2025-02-07,694,692,North,0.68,Loan A
C23455,2024-11-19,2024-11-21,324,302,East,0.71,Credit Line
C23456,2024-11-15,2024-11-18,217,206,East,0.44,Credit Line
C23457,2025-02-02,2025-02-03,997,970,South,0.23,Loan C
C23458,2024-12-19,2024-12-20,693,673,South,0.6,Credit Line
C23459,2024-10-30,2024-11-01,870,849,East,0.51,Loan B
C23460,2024-11-09,2024-11-11,648,632,East,0.58,Credit Line
C23461,2025-02-28,2025-03-02,639,622,North,0.52,Loan B
C23462,2024-10-31,2024-11-05,417,404,West,0.58,Credit Line
C23463,2025-01-06,2025-01-12,821,790,West,0.12,Loan B
C23464,2025-01-27,2025-01-27,961,955,North,0.66,Loan C
C23465,2025-01-30,2025-02-01,619,615,West,0.64,Credit Line
C23466,2024-10-22,2024-10-24,65,43,South,0.12,Credit Line
C23467,2025-02-16,2025-02-19,316,313,North,0.22,Loan A
C23468,2025-03-07,2025-03-10,769,734,West,0.46,Loan A
C23469,2024-11-20,2024-11-21,786,746,North,0.67,Loan B
C23470,2025-03-08,2025-03-10,674,651,West,0.49,Credit Line
C23471,2025-04-18,2025-04-19,920,876,South,0.61,Loan C
C23472,2024-12-20,2024-12-21,344,316,East,0.39,Credit Line
C23473,2024-12-29,2025-01-01,912,908,East,0.28,Loan C
C23474,2024-10-26,2024-10-28,591,575,South,0.62,Loan B
C23475,2024-11-15,2024-11-16,118,101,North,0.91,Loan B
C23476,2025-04-12,2025-04-12,746,705,South,0.49,Credit Line
C23477,2024-11-08,2024-11-09,315,289,East,0.87,Loan A
C23478,2025-02-28,2025-03-01,995,966,North,0.3,Credit Line
C23479,2024-12-03,2024-12-06,506,495,South,0.37,Loan A
C23480,2024-10-20,2024-10-21,537,523,West,0.67,Credit Line
C23481,2025-01-01,2025-01-03,193,169,South,0.24,Loan B
C23482,2024-10-19,2024-10-22,510,468,South,0.43,Loan B
C23483,2025-02-05,2025-02-05,880,842,North,0.34,Credit Line
C23484,2024-10-30,2024-11-01,747,701,North,0.59,Loan C
C23485,2025-03-26,2025-03-26,129,97,West,0.2,Loan A
C23486,2025-01-02,2025-01-02,259,214,South,0.5,Loan A
C23487,2025-03-17,2025-03-20,853,812,North,0.62,Loan C
C23488,2025-02-06,2025-02-09,857,828,West,0.74,Loan B
C23489,2024-11-11,2024-11-12,534,533,East,0.75,Loan A
C23490,2025-04-03,2025-04-04,120,115,East,0.93,Loan A
C23491,2024-12-01,2024-12-04,97,74,South,0.15,Loan C
C23492,2025-03-15,2025-03-20,820,775,West,0.1,Credit Line
C23493,2025-02-18,2025-02-19,970,952,West,0.83,Loan A
C23494,2024-10-25,2024-10-26,199,183,East,0.33,Loan C
C23495,2025-02-05,2025-02-07,636,636,West,0.95,Loan C
C23496,2025-02-01,2025-02-03,898,880,North,0.15,Credit Line
C23497,2024-11-02,2024-11-04,978,971,West,0.96,Credit Line
C23498,2024-10-22,2024-10-22,318,283,West,0.43,Credit Line
C23499,2025-02-21,2025-02-22,938,897,West,0.75,Credit Line
C23500,2025-03-28,2025-03-29,888,880,West,0.98,Credit Line
C23501,2025-04-13,2025-04-14,369,320,South,0.32,Loan A
C23502,2025-01-19,2025-01-21,491,447,West,0.89,Credit Line
C23503,2025-04-18,2025-04-20,751,744,West,0.98,Loan C
C23504,2025-02-06,2025-02-07,895,895,North,0.15,Loan B
C23505,2025-02-21,2025-02-25,92,69,West,0.72,Loan C
C23506,2025-01-01,2025-01-06,695,667,East,0.23,Loan C
C23507,2024-12-12,2024-12-12,165,133,North,0.18,Loan C
C23508,2025-03-01,2025-03-02,945,936,North,0.74,Loan A
C23509,2025-02-15,2025-02-17,417,382,East,0.23,Loan C
C23510,2025-01-02,2025-01-04,210,201,East,0.74,Loan A
C23511,2025-01-14,2025-01-15,818,780,West,0.63,Credit Line
C23512,2025-04-13,2025-04-15,225,203,North,0.95,Credit Line
C23513,2025-03-13,2025-03-15,158,148,West,0.45,Credit Line
C23514,2024-12-04,2024-12-05,920,887,North,0.42,Credit Line
C23515,2025-02-28,2025-02-28,934,915,South,0.36,Loan C
C23516,2025-01-22,2025-01-23,478,445,North,0.29,Loan C
C23517,2025-02-14,2025-02-16,344,300,North,0.44,Loan C
C23518,2024-12-06,2024-12-07,443,416,West,0.52,Loan A
C23519,2024-12-25,2024-12-27,128,79,East,0.74,Loan B
C23520,2025-02-19,2025-02-21,561,537,South,0.8,Loan A
C23521,2025-01-15,2025-01-16,239,211,North,0.83,Loan B
C23522,2025-01-20,2025-01-21,447,432,East,0.56,Credit Line
C23523,2025-04-15,2025-04-17,822,794,South,0.76,Credit Line
C23524,2025-04-11,2025-04-12,562,541,West,0.94,Credit Line
C23525,2024-11-17,2024-11-20,215,198,West,0.43,Loan A
C23526,2025-01-15,2025-01-18,246,246,South,0.54,Loan A
C23527,2025-01-31,2025-02-03,797,762,East,1.0,Loan B
C23528,2025-04-07,2025-04-11,588,578,West,0.77,Loan B
C23529,2024-12-27,2024-12-30,429,414,East,0.67,Loan B
C23530,2024-12-01,2024-12-06,939,898,South,0.53,Loan A
C23531,2024-11-16,2024-11-18,265,232,South,0.77,Loan B
C23532,2024-12-13,2024-12-14,926,882,West,0.35,Loan B
C23533,2025-02-19,2025-02-25,798,753,West,0.84,Credit Line
C23534,2025-03-09,2025-03-09,511,496,West,0.9,Loan C
C23535,2024-11-21,2024-11-23,789,755,West,0.87,Loan A
C23536,2025-01-02,2025-01-09,174,142,West,0.89,Credit Line
C23537,2024-12-07,2024-12-11,312,306,East,0.78,Loan C
C23538,2025-04-08,2025-04-13,849,836,East,0.17,Loan A
C23539,2024-11-19,2024-11-20,736,717,South,0.92,Loan C
C23540,2024-12-29,2024-12-31,416,392,South,0.23,Credit Line
C23541,2025-03-11,2025-03-11,536,524,East,0.6,Loan B
C23542,2024-10-23,2024-10-24,655,653,South,0.17,Credit Line
C23543,2025-01-10,2025-01-12,829,807,West,0.14,Loan C
C23544,2025-03-24,2025-03-26,167,146,South,0.95,Credit Line
C23545,2024-12-16,2024-12-19,98,51,South,0.68,Loan C
C23546,2024-11-15,2024-11-15,540,499,South,0.84,Loan A
C23547,2024-10-27,2024-10-27,710,675,East,0.26,Loan A
C23548,2025-01-16,2025-01-20,521,507,East,0.78,Loan A
C23549,2025-01-06,2025-01-08,995,990,South,0.41,Loan A
C23550,2025-03-06,2025-03-08,952,943,West,0.48,Loan C
C23551,2025-04-07,2025-04-10,253,242,North,0.27,Credit Line
C23552,2025-02-01,2025-02-03,787,770,West,0.77,Loan B
C23553,2025-04-02,2025-04-03,490,476,North,0.62,Credit Line
C23554,2024-12-02,2024-12-07,752,707,East,0.88,Credit Line
C23555,2025-01-05,2025-01-07,70,26,South,0.49,Loan A
C23556,2024-11-12,2024-11-13,117,88,North,0.7,Loan B
C23557,2025-03-31,2025-04-05,864,820,West,0.36,Loan B
C23558,2025-02-17,2025-02-17,779,761,South,0.42,Credit Line
C23559,2024-12-26,2024-12-29,197,167,North,0.79,Loan B
C23560,2024-11-28,2024-11-28,174,151,East,0.26,Loan C
C23561,2025-04-19,2025-04-20,62,43,East,0.89,Loan C
C23562,2025-01-05,2025-01-12,680,672,South,0.37,Loan A
C23563,2025-01-08,2025-01-09,163,139,West,0.42,Loan C
C23564,2025-04-08,2025-04-11,988,961,East,0.59,Loan C
C23565,2025-01-08,2025-01-10,163,126,West,0.39,Loan C
C23566,2025-01-16,2025-01-17,462,416,North,0.51,Loan C
C23567,2025-03-10,2025-03-13,831,792,West,0.39,Loan A
C23568,2025-01-14,2025-01-16,822,776,East,0.89,Credit Line
C23569,2025-01-13,2025-01-13,219,175,West,0.22,Loan C
C23570,2025-01-02,2025-01-05,661,621,North,0.48,Loan A
C23571,2025-01-17,2025-01-19,652,615,East,0.29,Loan C
C23572,2024-12-28,2024-12-30,748,700,North,0.25,Loan C
C23573,2024-12-23,2024-12-28,827,782,North,0.98,Loan C
C23574,2024-12-21,2024-12-24,726,689,East,0.4,Loan C
C23575,2025-02-25,2025-02-26,666,638,South,0.48,Loan A
C23576,2025-01-04,2025-01-08,925,904,North,0.47,Loan B
C23577,2024-11-13,2024-11-15,658,623,North,0.73,Loan B
C23578,2025-03-08,2025-03-11,333,323,North,0.99,Credit Line
C23579,2025-01-29,2025-01-30,268,244,South,0.3,Loan A
C23580,2024-11-27,2024-11-28,446,408,East,0.85,Credit Line
C23581,2024-12-05,2024-12-06,369,366,North,0.5,Loan B
C23582,2024-11-30,2024-12-01,728,696,West,0.96,Loan B
C23583,2025-03-06,2025-03-08,458,426,South,0.24,Loan C
C23584,2024-11-25,2024-11-27,812,802,East,0.81,Loan B
C23585,2025-02-06,2025-02-09,485,452,North,0.6,Credit Line
C23586,2024-11-25,2024-11-27,746,711,North,0.83,Loan A
C23587,2025-04-06,2025-04-07,735,715,East,0.66,Loan B
C23588,2025-03-09,2025-03-11,934,921,West,0.41,Credit Line
C23589,2025-02-24,2025-02-26,128,87,South,0.87,Loan B
C23590,2025-03-20,2025-03-23,639,621,North,0.54,Loan C
C23591,2025-02-16,2025-02-18,933,910,North,0.93,Loan C
C23592,2024-12-28,2025-01-01,250,228,South,0.42,Loan B
C23593,2025-04-11,2025-04-14,808,781,East,0.58,Loan A
C23594,2025-01-16,2025-01-18,91,50,East,0.88,Loan C
C23595,2025-02-02,2025-02-04,115,106,East,0.77,Credit Line
C23596,2025-04-04,2025-04-06,322,274,West,0.13,Loan C
C23597,2025-03-16,2025-03-19,602,588,West,0.42,Loan B
C23598,2025-03-21,2025-03-21,814,811,East,0.25,Loan C
C23599,2025-01-06,2025-01-09,185,149,West,0.17,Loan C
C23600,2024-12-30,2025-01-03,534,493,West,0.1,Credit Line
C23601,2025-02-21,2025-02-22,991,979,North,0.58,Loan A
C23602,2024-12-17,2024-12-18,214,184,South,0.34,Credit Line
C23603,2024-11-29,2024-12-03,303,289,East,0.26,Loan C
C23604,2025-01-03,2025-01-03,301,264,East,0.41,Loan B
C23605,2024-11-15,2024-11-16,353,317,South,0.33,Loan B
C23606,2025-01-18,2025-01-19,997,981,West,0.99,Loan B
C23607,2024-11-09,2024-11-10,393,387,East,0.52,Loan A
C23608,2025-02-01,2025-02-01,717,695,North,0.36,Credit Line
C23609,2025-02-22,2025-02-26,457,417,East,0.54,Credit Line
C23610,2025-01-14,2025-01-17,300,295,South,0.3,Loan B
C23611,2024-12-16,2024-12-17,765,716,North,0.36,Loan C
C23612,2025-04-12,2025-04-14,910,867,South,0.8,Credit Line
C23613,2025-03-29,2025-03-29,885,840,North,0.14,Loan B
C23614,2025-03-18,2025-03-20,88,84,West,0.6,Loan C
C23615,2025-04-05,2025-04-05,113,90,East,0.47,Credit Line
C23616,2025-02-17,2025-02-23,182,162,South,0.2,Loan B
C23617,2025-01-07,2025-01-09,430,389,East,0.15,Credit Line
C23618,2024-10-28,2024-10-29,859,827,West,0.11,Credit Line
C23619,2024-11-26,2024-11-26,286,245,East,0.39,Loan C
C23620,2024-11-30,2024-11-30,890,873,North,0.49,Loan B
C23621,2024-12-23,2024-12-24,666,663,North,0.46,Loan A
C23622,2025-02-03,2025-02-04,714,710,West,0.73,Loan B
C23623,2025-04-09,2025-04-11,401,363,North,0.72,Loan C
C23624,2024-11-18,2024-11-19,805,768,West,0.82,Loan B
C23625,2025-02-24,2025-02-27,734,718,South,0.32,Loan C
C23626,2025-01-01,2025-01-02,980,949,North,0.64,Loan B
C23627,2025-04-18,2025-04-21,71,25,East,0.23,Loan A
C23628,2025-01-27,2025-01-27,182,173,South,0.25,Credit Line
C23629,2025-01-10,2025-01-13,524,500,North,0.87,Credit Line
C23630,2024-11-23,2024-11-24,621,579,East,0.93,Loan B
C23631,2025-01-13,2025-01-16,499,494,South,0.88,Loan A
C23632,2024-10-23,2024-10-26,664,655,East,0.76,Loan C
C23633,2025-03-02,2025-03-05,427,394,South,0.11,Loan C
C23634,2024-11-28,2024-11-30,918,915,West,0.3,Loan A
C23635,2025-01-01,2025-01-02,325,284,West,0.16,Loan B
C23636,2025-02-06,2025-02-09,526,503,West,0.23,Credit Line
C23637,2025-02-25,2025-02-27,908,903,South,0.29,Loan C
C23638,2024-11-21,2024-11-27,417,396,North,0.92,Loan A
C23639,2024-12-11,2024-12-13,448,426,North,0.49,Loan C
C23640,2025-03-12,2025-03-15,134,110,West,0.33,Loan C
C23641,2025-02-28,2025-03-04,307,275,East,0.99,Loan A
C23642,2025-02-05,2025-02-08,426,409,East,0.97,Loan B
C23643,2025-03-17,2025-03-17,89,82,East,0.35,Loan A
C23644,2024-11-18,2024-11-23,797,781,North,0.5,Loan B
C23645,2025-02-20,2025-02-22,548,514,South,0.33,Loan B
C23646,2025-01-05,2025-01-07,346,300,North,0.71,Credit Line
C23647,2025-02-07,2025-02-10,563,532,South,0.82,Loan C
C23648,2025-03-19,2025-03-19,899,863,East,0.44,Loan B
C23649,2025-03-23,2025-03-24,863,853,West,0.88,Credit Line
C23650,2024-11-26,2024-11-27,182,160,South,0.19,Loan C
C23651,2024-11-17,2024-11-19,647,604,East,0.22,Loan C
C23652,2025-01-06,2025-01-09,222,218,East,0.57,Loan B
C23653,2024-12-19,2024-12-22,840,815,South,0.3,Loan B
C23654,2025-01-17,2025-01-18,752,721,North,0.91,Loan B
C23655,2024-12-05,2024-12-10,413,389,North,0.32,Loan C
C23656,2025-04-05,2025-04-06,664,645,West,0.59,Credit Line
C23657,2025-03-11,2025-03-14,669,669,South,0.22,Credit Line
C23658,2024-11-13,2024-11-14,891,872,East,0.63,Loan C
C23659,2025-03-16,2025-03-19,545,545,East,0.48,Loan A
C23660,2025-04-17,2025-04-21,802,786,West,1.0,Loan A
C23661,2025-01-21,2025-01-22,857,819,East,0.31,Credit Line
C23662,2024-12-19,2024-12-22,94,71,North,0.86,Loan C
C23663,2025-02-14,2025-02-14,249,230,North,0.49,Loan C
C23664,2025-04-18,2025-04-18,455,450,West,0.5,Credit Line
C23665,2025-03-16,2025-03-18,712,709,West,0.47,Loan C
C23666,2025-02-14,2025-02-14,445,401,West,0.67,Loan B
C23667,2025-01-30,2025-01-30,299,298,South,0.39,Loan B
C23668,2025-03-10,2025-03-12,220,200,East,0.85,Loan C
C23669,2025-02-17,2025-02-18,67,34,West,0.6,Loan A
C23670,2025-04-07,2025-04-07,766,764,North,0.78,Loan B
C23671,2024-10-25,2024-10-26,704,692,North,0.13,Loan A
C23672,2025-02-27,2025-02-27,948,916,West,0.25,Loan C
C23673,2024-11-06,2024-11-09,56,25,North,0.76,Credit Line
C23674,2025-03-20,2025-03-21,666,627,North,0.56,Loan B
C23675,2024-10-31,2024-10-31,128,90,North,0.58,Loan A
C23676,2024-11-04,2024-11-06,942,914,West,0.11,Loan A
C23677,2024-10-23,2024-10-25,329,329,East,0.19,Loan A
C23678,2024-10-20,2024-10-21,560,527,North,0.48,Loan C
C23679,2025-04-15,2025-04-19,535,523,South,0.66,Loan B
C23680,2025-04-04,2025-04-07,64,39,North,0.13,Credit Line
C23681,2025-04-05,2025-04-09,456,436,North,0.7,Credit Line
C23682,2024-10-29,2024-10-29,984,975,West,0.72,Loan A
C23683,2024-12-22,2024-12-24,993,989,West,0.37,Credit Line
C23684,2025-04-02,2025-04-04,781,768,East,0.91,Credit Line
C23685,2024-11-05,2024-11-06,992,976,North,0.77,Loan C
C23686,2024-12-18,2024-12-19,334,300,East,0.22,Credit Line
C23687,2025-04-17,2025-04-18,871,858,West,0.44,Loan A
C23688,2025-04-12,2025-04-15,955,939,North,0.27,Credit Line
C23689,2024-12-27,2024-12-28,867,855,East,0.6,Loan A
C23690,2024-11-27,2024-11-27,698,653,South,0.2,Loan C
C23691,2025-03-12,2025-03-15,274,235,South,0.2,Credit Line
C23692,2024-11-17,2024-11-18,265,220,West,0.71,Loan A
C23693,2024-11-29,2024-11-30,89,69,East,0.64,Loan B
C23694,2024-12-17,2024-12-21,200,156,North,0.56,Loan A
C23695,2025-03-31,2025-04-05,135,92,East,0.15,Loan C
C23696,2024-10-31,2024-11-03,59,40,East,0.13,Loan C
C23697,2024-12-28,2024-12-31,684,648,North,0.25,Loan C
C23698,2025-02-17,2025-02-18,458,428,West,0.98,Loan C
C23699,2025-04-13,2025-04-13,112,73,East,0.65,Loan B
C23700,2024-12-19,2024-12-23,495,482,East,0.29,Loan C
C23701,2025-02-09,2025-02-09,182,181,South,0.26,Loan B
C23702,2025-04-12,2025-04-18,884,876,North,0.7,Credit Line
C23703,2025-03-28,2025-03-29,414,374,West,0.99,Loan B
C23704,2025-01-13,2025-01-15,839,817,South,0.52,Loan C
C23705,2025-01-19,2025-01-20,981,971,East,0.27,Credit Line
C23706,2024-12-23,2024-12-26,236,217,East,0.64,Loan C
C23707,2025-03-04,2025-03-06,106,106,East,0.6,Credit Line
C23708,2024-11-22,2024-11-24,360,353,West,0.19,Credit Line
C23709,2024-12-14,2024-12-16,785,783,North,0.57,Credit Line
C23710,2024-12-16,2024-12-16,579,552,North,0.45,Loan A
C23711,2024-11-07,2024-11-09,460,456,East,0.88,Credit Line
C23712,2025-03-23,2025-03-24,540,500,East,0.32,Loan A
C23713,2025-02-05,2025-02-09,281,277,South,0.19,Loan A
C23714,2024-11-19,2024-11-21,91,89,West,0.28,Loan A
C23715,2025-04-11,2025-04-13,750,749,West,0.42,Credit Line
C23716,2025-04-07,2025-04-07,521,489,South,0.49,Loan C
C23717,2024-11-17,2024-11-19,628,580,South,0.14,Loan B
C23718,2024-11-19,2024-11-19,494,464,East,0.71,Credit Line
C23719,2025-01-07,2025-01-07,189,179,South,0.14,Loan B
C23720,2024-11-10,2024-11-12,979,933,South,0.87,Loan A
C23721,2025-01-30,2025-02-02,412,408,North,0.32,Credit Line
C23722,2025-04-13,2025-04-16,935,924,South,0.92,Loan B
C23723,2025-02-16,2025-02-17,581,562,East,0.4,Credit Line
C23724,2025-01-06,2025-01-09,860,843,North,0.5,Loan B
C23725,2024-11-18,2024-11-20,773,724,West,0.36,Loan C
C23726,2025-02-05,2025-02-06,983,942,West,0.14,Loan B
C23727,2025-02-03,2025-02-04,176,138,North,0.5,Credit Line
C23728,2025-02-18,2025-02-23,945,915,South,0.59,Loan C
C23729,2025-01-18,2025-01-19,685,652,East,0.1,Loan B
C23730,2025-03-03,2025-03-07,430,425,North,0.4,Loan C
C23731,2024-12-12,2024-12-15,434,407,West,0.26,Loan B
C23732,2025-03-01,2025-03-03,782,733,North,0.35,Loan C
C23733,2025-04-01,2025-04-04,497,480,West,0.58,Loan C
C23734,2025-04-12,2025-04-13,824,786,South,0.13,Loan A
C23735,2024-12-06,2024-12-07,596,583,West,0.7,Loan B
C23736,2024-11-10,2024-11-14,618,578,East,0.48,Loan C
C23737,2025-02-24,2025-02-26,952,906,East,0.81,Loan C
C23738,2024-11-16,2024-11-20,355,324,South,0.61,Credit Line
C23739,2025-04-13,2025-04-19,829,796,North,0.96,Loan A
C23740,2025-01-13,2025-01-15,583,578,East,0.28,Credit Line
C23741,2024-11-06,2024-11-09,563,551,West,0.57,Loan A
C23742,2025-03-14,2025-03-15,209,188,East,0.78,Loan B
C23743,2024-10-26,2024-10-27,845,814,North,0.21,Credit Line
C23744,2024-11-14,2024-11-16,747,720,South,0.18,Loan C
C23745,2025-04-07,2025-04-10,624,592,North,0.49,Credit Line
C23746,2024-12-31,2025-01-02,739,703,West,0.91,Loan A
C23747,2025-01-18,2025-01-18,729,729,East,0.94,Credit Line
C23748,2024-12-31,2024-12-31,464,423,South,0.56,Loan B
C23749,2025-01-19,2025-01-22,650,601,North,0.9,Loan A
C23750,2024-11-21,2024-11-22,773,756,East,0.33,Loan A
C23751,2025-03-16,2025-03-16,797,790,South,0.36,Credit Line
C23752,2024-10-22,2024-10-27,279,257,South,0.47,Loan B
C23753,2025-02-09,2025-02-11,643,642,South,0.32,Loan B
C23754,2025-03-01,2025-03-03,760,715,West,0.67,Credit Line
C23755,2025-03-26,2025-03-26,993,973,East,0.55,Credit Line
C23756,2024-12-28,2024-12-31,976,971,South,0.79,Credit Line
C23757,2025-04-17,2025-04-18,813,787,West,0.78,Loan A
C23758,2025-01-12,2025-01-15,209,179,North,0.87,Loan C
C23759,2025-02-09,2025-02-12,814,792,East,0.86,Loan C
C23760,2025-02-07,2025-02-09,202,170,West,0.71,Loan A
C23761,2024-11-23,2024-11-23,231,217,North,0.67,Loan B
C23762,2025-01-13,2025-01-15,826,825,West,0.31,Credit Line
C23763,2025-04-10,2025-04-14,494,486,South,0.9,Credit Line
C23764,2024-10-22,2024-10-22,928,900,East,0.67,Loan C
C23765,2025-01-22,2025-01-24,506,460,East,0.43,Loan C
C23766,2025-02-26,2025-03-01,910,867,South,0.93,Loan C
C23767,2025-02-06,2025-02-07,398,372,North,0.2,Credit Line
C23768,2024-12-24,2024-12-25,484,476,East,0.79,Loan C
C23769,2025-04-08,2025-04-09,926,903,West,0.81,Loan C
C23770,2024-12-23,2024-12-24,463,444,West,0.97,Credit Line
C23771,2024-11-04,2024-11-06,544,527,North,0.11,Loan B
C23772,2025-04-09,2025-04-10,738,703,West,0.51,Loan B
C23773,2024-12-29,2024-12-29,778,739,North,0.62,Loan C
C23774,2024-11-01,2024-11-03,835,808,North,0.23,Loan B
C23775,2024-11-22,2024-11-24,113,104,South,0.27,Loan A
C23776,2024-11-14,2024-11-18,813,809,South,0.89,Credit Line
C23777,2025-02-17,2025-02-18,540,537,East,0.9,Credit Line
C23778,2024-12-16,2024-12-18,343,328,East,0.2,Loan A
C23779,2025-02-27,2025-02-28,704,688,North,0.95,Loan A
C23780,2025-01-03,2025-01-06,655,606,East,0.82,Loan C
C23781,2025-04-15,2025-04-18,495,451,North,0.83,Loan C
C23782,2024-11-17,2024-11-18,180,166,East,0.2,Credit Line
C23783,2024-11-09,2024-11-12,733,717,North,0.88,Loan B
C23784,2025-04-18,2025-04-20,944,903,South,0.17,Loan B
C23785,2025-03-21,2025-03-22,328,300,West,0.43,Credit Line
C23786,2025-02-25,2025-02-27,116,86,North,0.37,Loan B
C23787,2024-11-26,2024-11-26,215,179,East,0.56,Loan C
C23788,2025-02-19,2025-02-20,908,864,East,0.8,Credit Line
C23789,2024-12-20,2024-12-21,869,855,East,0.37,Credit Line
C23790,2024-12-14,2024-12-17,896,857,East,0.15,Loan A
C23791,2025-03-06,2025-03-07,792,760,West,0.97,Loan B
